id,question,answer,requires_supplemental,relevant_passages
1-1.6-q2,"Read *Shaw v. Murphy*, 532 U.S. 223 (2001). Did the US Supreme Court allow prison inmates the First Amendment right to give other inmates legal advice? Why or why not? The case is available at this link: <http://scholar.google.com/scholar_case?case=9536800826824133166&hl=en&as_sdt=2&as_vis=1&oi=scholarr>.","The US Supreme Court held that inmates do not have the First Amendment right to give other inmates legal advice. The Court based its ruling on the prison’s interest in ensuring prison order, security, and inmate rehabilitation. The Court stated, “We nonetheless have maintained that the constitutional rights that prisoners possess are more limited in scope than the constitutional rights held by individuals in society at large.”*Shaw v. Murphy*, 532 U.S. 223, 229 (2001), accessed October 4, 2010, <http://scholar.google.com/scholar_case?case=9536800826824133166&hl=en&as_sdt=2&as_vis=1&oi=scholarr>.",True,['1-1.6' '1-1.6-q2-supp-1']
1-1.6-q3,"Read Justice Scalia’s dissenting opinion in *Lawrence v. Texas*, 539 U.S. 558 (2003). What is the *primary* reason Justice Scalia dissented to the US Supreme Court’s opinion in *Lawrence*? The dissenting opinion is available at this link: <http://www.law.cornell.edu/supct/html/02-102.ZD.html>. The judicial opinion in *Lawrence v. Texas* is available at this link: <http://www.law.cornell.edu/supct/html/02-102.ZS.html>.","Justice Scalia criticized the US Supreme Court majority for not adhering to stare decisis. According to Justice Scalia, the Court did not follow a recent (seventeen-year-old) precedent set in *Bowers v. Hardwick*.",True,['1-1.6' '1-1.6-q3-supp-1' '1-1.6-q3-supp-2']
5-5.3-q1,"Melanie watches as Betty verbally abuses Colleen. Betty is a known bully who verbally abused Melanie in the past. Betty calls Colleen an expletive and gives her a firm shove. Melanie walks up behind Betty, removes a knife from her pocket, and plunges the knife into Betty’s back. Betty suffers internal injuries and later dies. Can Melanie use defense of others as a defense to criminal homicide? Why or why not?",Melanie *cannot* use defense of others as a defense to criminal homicide. Melanie can defend Colleen only to the same extent she could defend *herself*. Nothing in the fact pattern indicates that Colleen could defend herself using **deadly force**. Thus Melanie could be successfully prosecuted for criminal homicide in this situation.,False,['5-5.3']
5-5.3-q3,"Read *Dutton v. Hayes-Pupko*, No. 03-06-00438 (2008). In *Dutton*, a law enforcement officer asked the victim for her name and date of birth after she allegedly sprayed her neighbors with a hose. The victim refused to respond, and the law enforcement officer handcuffed her and forced her into his vehicle, injuring her wrist. The victim sued for use of *excessive* force in arrest. Did the Texas Court of Appeals hold that the victim had the right to sue the officer for use of excessive force in arrest? The case is available at this link: [http://scholar.google.com/scholar\_case?case=17543977294597089197&q= Dutton+v.+Hayes-Pupko&hl=en&as\_sdt=2,5&as\_vis=1](http://scholar.google.com/scholar_case?case=17543977294597089197&q=Dutton+v.+Hayes-Pupko&hl=en&as_sdt=2,5&as_vis=1).","The Court of Appeals of Texas held that the victim had the right to sue for excessive force used to arrest. The evidence did not indicate that the victim posed an *immediate danger* to the law enforcement officer’s safety, or that she was attempting to resist arrest or flee. Moreover, the offense—failure to identify herself or give her date of birth—was minor. Thus the law enforcement officer was not immune from a lawsuit for damages under the circumstances.",True,['5-5.3' '5-5.3-q3-supp-1']
6-6.3-q1,"Allen has a criminal record for burglary. Roger, a law enforcement decoy, approaches Allen and asks if he would like to purchase methamphetamine. Allen responds that he would and is arrested. This interaction takes place in a jurisdiction that recognizes the **subjective entrapment defense**. If Allen claims entrapment, will Allen’s criminal record be admissible to prove his predisposition to commit the crime at issue? Why or why not?","Allen’s criminal record for burglary is not admissible to prove his predisposition to commit the crime of purchasing contraband. The fact that Allen committed a burglary in the past does *not* indicate that he is *predisposed* to purchase contraband. Thus Allen’s criminal record for burglary is irrelevant and inadmissible, even though he is claiming entrapment in a jurisdiction that recognizes the **subjective entrapment** defense.",False,['6-6.3']
6-6.3-q3,"Read *Farley v. State*, 848 So.2d 393 (2003). In *Farley*, the government contacted the defendant, who had no criminal record, in a reverse sting operation with a mass e-mail soliciting individuals to purchase hard-core pornography. The defendant responded to the e-mail and was thereafter sent a questionnaire asking for his preferences. The defendant responded to the questionnaire, and an e-mail exchange ensued. In every communication by the government, protection from governmental interference was promised. Eventually, the defendant purchased child pornography and was arrested and prosecuted for this offense. The defendant moved to dismiss based on subjective and objective entrapment and the motion to dismiss was denied. The defendant was thereafter convicted. Did the Court of Appeal of Florida uphold the defendant’s conviction? The case is available at this link: www.lexisone.com/lx1/caselaw/freecaselaw?action=OCLGetCaseDetail&format=FULL&sourceID=bdjgjg&searchTerm= eiYL.TYda.aadj.ecCQ&searchFlag=y&l1loc=FCLOW.","The Court of Appeal of Florida reversed the defendant’s conviction under both theories of entrapment. The court based its holding on the defendant’s lack of *predisposition* to commit the crime and the government’s assurance that there would be no governmental interference, which was *false* under the circumstances.",False,['6-6.3']
1-1.1-q1,"Read *Gonzales v. Oregon*, 546 U.S. 243 (2006). Did the US Supreme Court preserve Oregon’s right to legalize physician-assisted suicide? The case is available at this link: <http://www.law.cornell.edu/supct/html/04-623.ZS.html>.","The US Supreme Court held that the attorney general cannot criminalize the use of drugs under Oregon’s Death With Dignity Act by enforcing the Controlled Substances Act. The Controlled Substances Act is targeted at preventing recreational drug use, and, therefore, the Court upheld Oregon’s ability to legalize assisted suicide.",True,['1-1.1' '1-1.1-q1-supp-1']
5-5.2-q1,"Scott’s wife Diane constantly physically abuses him. One night while Diane is sleeping, Scott places a pillow over her face and smothers her. Can Scott defend against a charge of criminal homicide by claiming **self-defense**? Why or why not?","Colin cannot claim *traditional* self-defense because there is no objectively reasonable fear of imminent injury or death while Diane is sleeping. Colin also cannot technically assert the battered wife defense because he is a husband. Courts *can* expand statutory defenses or create new common-law defenses. However, courts may be reluctant to expand the battered wife defense to spouses of either gender, based on the physical differences between men and women and the lack of empirical evidence documenting battered husband syndrome.",False,['5-5.2']
5-5.2-q2,"Read *Rodriguez v. State*, 212 S.W.3d 819 (2006). In *Rodriguez*, the defendant was convicted of murder and attempted murder. The defendant appealed his convictions on the ground that the jury did not *unanimously* reject each element of self-defense. Did the Court of Appeals of Texas uphold the defendant’s convictions? The case is available at this link: www.lexisone.com/lx1/caselaw/freecaselaw?action=OCLGetCaseDetail&format=FULL&sourceID=bcdba&searchTerm= eNjT.TNga.aadj.ecGW&searchFlag=y&l1loc=FCLOW.","The Court of Appeals of Texas affirmed the defendant’s convictions, holding that the jury does *not* have to be unanimous as to each required element of self-defense.",False,['5-5.2']
5-5.2-q3,"Read *Shuler v. Babbitt*, 49 F.Supp.2d 1165 (1998). In *Shuler*, the defendant shot and killed a grizzly bear that charged him while he checked a sheep pasture to make sure his sheep were safe. The sheep had already been subjected to several bear attacks. The Fish and Wildlife Service thereafter fined the defendant under the Endangered Species Act. The defendant claimed **self-defense** against the bear. The Fish and Wildlife Service ruled that the defendant *provoked* the attack and could not claim self-defense. Did the US District Court for the District of Montana uphold the fine? The case is available at this link: www.gilalivestockgrowers.org/documents/ShulerVsBabbitt.pdf.",The US District Court for the District of Montana reversed the fine and held that the defendant did not provoke the attack and was entitled to shoot the bear in self-defense.,False,['5-5.2']
6-6.2-q1,"Burt, a sixteen-year-old, consumes alcohol for the first time at a party. Unaware of alcohol’s effect, Burt drinks too much, attempts to walk home, and is cited for being drunk in public. In Burt’s state, the juvenile court has concurrent jurisdiction over minors ages seventeen and under, with a waiver to adult court available at the judge’s discretion. Burt has not broken any laws before. Is it likely that the judge will **waive** juvenile court jurisdiction in this case and allow the adult criminal prosecution of Burt? Why or why not?","It is unlikely that the judge will waive juvenile court jurisdiction in this case. Some of the criteria a judge will analyze when waiving jurisdiction are the nature of the offense, the sophistication it requires, the defendant’s criminal history, and the threat the defendant poses to public safety. This is Burt’s *first offense*, and it did not involve violence or require much sophistication. Thus the judge will probably allow Burt to be adjudicated in juvenile court.",False,['6-6.2']
6-6.2-q2,"Read *People v. Register*, 60 N.Y.2d 270 (1983). In *Register*, the defendant shot and killed an individual in a bar after drinking heavily for many hours. The defendant thereafter sought a jury instruction on the **intoxication** defense to a charge of depraved mind murder. The trial court refused, and the defendant was convicted. Did the Court of Appeals of the State of New York uphold the conviction? The case is available at this link: <http://scholar.google.com/scholar_case?case=9019321014077082981&hl=en&as_sdt=2&as_vis=1&oi=>.","The Court of Appeals of the State of New York upheld the defendant’s conviction and the trial court’s refusal to instruct the jury on intoxication. The court based its holding on the depraved mind murder statute, which requires **reckless** criminal intent, and the intoxication defense statute, which *disallows* evidence of intoxication as a defense to a reckless intent crime.",True,['6-6.2' '6-6.2-q2-supp-1']
6-6.2-q3,"Read *Garnett v. State*, 632 A.2d 797 (1993). In *Garnett*, the defendant, an intellectually disabled twenty-year-old, had sexual intercourse with a thirteen-year-old girl whom he believed to be sixteen, and was prosecuted for statutory rape. Did the Court of Appeals of Maryland reverse the trial court and allow the defendant to assert **mistake of fact** (the victim’s age) as a defense? Why or why not? The case is available at this link: <http://scholar.google.com/scholar_case?case=9331824442522694687&hl=en&as_sdt=2&as_vis=1&oi=scholarr>.","The Court of Appeals of Maryland upheld the trial court’s decision to disallow the mistake of age defense. The court based its holding on the plain meaning of the statutory rape statute, which is a **strict liability** offense.",True,['6-6.2' '6-6.2-q3-supp-1']
5-5.1-q1,"Carol is on trial for battery, a general intent crime. Carol puts on a defense that proves her conduct was accidental, *not* intentional. Is this an affirmative defense? Why or why not?","Carol’s defense creates *doubt* in the *intent* element for battery. Thus Carol’s defense is a denial or failure of proof defense, *not* an affirmative defense.",False,['5-5.1']
5-5.1-q2,"Read *State v. Burkhart*, 565 S.E.2d 298 (2002). In *Burkhart*, the defendant was convicted of three counts of murder. The defendant claimed he acted in self-defense. The jury instruction given during the defendant’s trial stated that the prosecution had the burden of disproving self-defense. However, the instruction did not state that the prosecution’s burden of disproving self-defense was *beyond a reasonable doubt*. Did the Supreme Court of South Carolina uphold the defendant’s conviction for the murders? The case is available at this link: <http://scholar.google.com/scholar_case?case=1066148868024499763&hl=en&as_sdt=2&as_vis=1&oi=scholarr>.",The Supreme Court of South Carolina reversed the defendant’s conviction because the jury instruction should have explained that the prosecution has the burden of disproving self-defense *beyond a reasonable doubt*.,True,['5-5.1' '5-5.1-q2-supp-1']
5-5.1-q3,"Read *Hoagland v. State*, 240 P.3d 1043 (2010). In *Hoagland*, the defendant wanted to assert a **necessity** defense to the crime of driving while under the influence. The Nevada Legislature had never addressed or mentioned a necessity defense. Did the Supreme Court of Nevada allow the defendant to present the necessity defense? The case is available at this link: [http://scholar.google.com/scholar\_case?case=8002120339805439441&q= Hoagland+v.+State&hl=en&as\_sdt=2,5&as\_ylo=2009](http://scholar.google.com/scholar_case?case=8002120339805439441&q=Hoagland+v.+State&hl=en&as_sdt=2,5&as_ylo=2009).","The Supreme Court of Nevada held that necessity was a valid *common-law* defense to driving while under the influence. However, the court upheld the defendant’s conviction because he did not meet the requirements for necessity under the circumstances.",True,['5-5.1' '5-5.1-q3-supp-1']
7-7.2-q1,"Brad, the president and CEO of ABC Corporation, recklessly hits and kills a pedestrian as he is driving home from work. Could ABC Corporation be held vicariously liable for criminal homicide? Why or why not?","ABC Corporation probably is not vicariously liable for criminal homicide because Brad’s reckless conduct did not occur during the scope of employment; the criminal homicide occurred as Brad was *driving home*. However, if Brad were required to work while driving home (by making work-related phone calls, for example), vicarious liability could be present in this instance.",False,['7-7.2']
7-7.2-q2,"Read *People v. Premier House, Inc.*, 662 N.Y.S 2d 1006 (1997). In *Premier House*, the defendant, a housing cooperative that was incorporated, and members of the housing cooperative board of directors were ordered to stand trial for violating a New York law requiring that window guards be installed on apartment buildings. A child died after falling out of one of the windows. The members of the board of directors appealed on the basis that their positions were merely honorary, and they had no personal involvement in the crime. Did the Criminal Court of the City of New York uphold the order as to the members of the board of directors? Why or why not? The case is available at this link: <http://scholar.google.com/scholar_case?case=6854365622778516089&hl=en&as_sdt=2&as_vis=1&oi=scholarr>.","The Criminal Court of the City of New York upheld the order to stand trial, holding that the prosecution was within its rights to charge the members of the board of directors under the statute. The court stated that whether the board of directors could be held vicariously liable was a question of fact to be determined by the judge or jury at trial.",True,['7-7.2' '7-7.2-q2-supp-1']
7-7.2-q3,"Read [Connecticut General Statute § 53a-8(b)](http://law.justia.com/connecticut/codes/2005/title53a/sec53a-8.html), which criminalizes the sale or provision of a firearm to another for the purpose of committing a crime. The statute is available at this link: <http://law.justia.com/connecticut/codes/2005/title53a/sec53a-8.html>. Does this statute create **accomplice liability** or **vicarious liability**? Read the Connecticut Criminal Jury Instruction 3.1-4 for an explanation of the statute. The jury instruction is available at this link: www.jud.ct.gov/ji/criminal/part3/3.1-4.htm.","The jury instruction explains that the statute criminalizes **vicarious liability**, not **accomplice liability**. The defendant could also be charged as a principal or accessory under section (a) of the statute.",True,['7-7.2' '7-7.2-q3-supp-1']
7-7.3-q1,"Cory watches as her sister Amanda breaks into a parking meter across the street and starts scooping change into her purse. Amanda thereafter runs into a nearby alley and hides behind a dumpster. A police officer arrives on the scene and asks Cory if she witnessed the crime. Cory responds, “No, I didn’t notice anything.” The police officer does a search, does not find Amanda, and leaves. Has Cory committed a crime? If your answer is yes, which crime has Cory committed, and does Cory have a possible defense?","Cory has probably committed the crime of **accessory** in most jurisdictions. Cory’s response to the police officer’s question was false, and it appears to be made with the intent to help Amanda escape detection. Note that Cory renders assistance using words, but words are enough to constitute the criminal act element required for accessory. Cory is not an accomplice to Amanda’s crime because she did not act to assist Amanda with the parking meter destruction and theft; she only acted *after* the crime was committed. Her failure to report the crime is probably not an “omission to act” because it is extremely unlikely that a statute exists requiring individuals to report theft committed in their presence, creating a **legal duty to act**. A potential defense to accessory would be the *family* relationship, which creates an exemption to accessory in some jurisdictions.",False,['7-7.3']
7-7.3-q3,"Read *State v. Truesdell*, 620 P.2d 427 (1980). In *Truesdell*, the prosecution appealed the dismissal of the defendant’s case that was a prosecution for accessory to her twelve-year-old son’s felony shooting of her ex-husband. The lower court held that the defendant could not be an accessory to a felony because her son was not an adult who could be charged with a felony. Did the Oklahoma Court of Criminal Appeals reverse the lower court and permit the defendant to be tried as an accessory? Why or why not? The case is available at this link: [http://scholar.google.com/scholar\_case?case=14038267185437754114&q= State+v.+Truesdell+620+P.2d+427+%281980%29&hl=en&as\_sdt=2,5](http://scholar.google.com/scholar_case?case=14038267185437754114&q=State+v.+Truesdell+620+P.2d+427+%281980%29&hl=en&as_sdt=2,5).","The Oklahoma Court of Criminal Appeals reversed the lower court and allowed the defendant to be prosecuted for accessory. The court held that it is not necessary for the principal to be charged with or convicted of a felony to prosecute another for accessory to that felony, so the child’s age or prosecutability is irrelevant.",True,['7-7.3' '7-7.3-q3-supp-1']
6-6.1-q1,"Jeffrey is diagnosed with schizophrenia. For fifteen years, Jeffrey kidnaps, tortures, kills, and eats human victims. Jeffrey avoids detection by hiding his victims’ corpses in various locations throughout the city. If the jurisdiction in which Jeffrey commits these crimes recognizes the M’Naghten insanity defense, can Jeffrey successfully plead and prove insanity? Why or why not?","Jeffrey will not be successful in a jurisdiction that recognizes the **M’Naghten** insanity defense. Although Jeffrey has a mental defect or disease, schizophrenia, Jeffrey’s behavior in *hiding* the victims’ corpses indicates that he knows his behavior is **wrong**. Thus Jeffrey cannot produce evidence establishing the second element of M’Naghten.",False,['6-6.1']
6-6.1-q2,"Read *State v. Guido*, 191 A.2d 45 (1993). In *Guido*, the defendant killed her husband and claimed insanity in a jurisdiction that recognizes the M’Naghten insanity defense. Psychiatric experts examined the defendant and deemed her legally sane at the time of the killing. The experts thereafter met with the defendant’s attorney and changed their opinion to state that the defendant was legally *insane* at the time of the killing. The jury found the defendant sane after being made aware of this discrepancy. Did the New Jersey Supreme Court uphold the defendant’s conviction? The case is available at this link: lawschool.courtroomview.com/acf\_cases/8791-state-v-guido.","The New Jersey Supreme Court reversed the defendant’s conviction, holding that the experts changed their opinion after being educated as to the *meaning* of mental defect or disease under M’Naghten. Thus the change by the experts was not fraudulent and the defendant was entitled to a retrial.",False,['6-6.1']
6-6.1-q3,"Read *State v. Hornsby*, 484 S.E.2d 869 (1997). In *Hornsby*, the defendant sought to reverse his convictions for burglary and murder after jury verdicts of guilty but mentally ill. The defendant wanted to invalidate South Carolina’s statute recognizing the verdict of guilty but mentally ill as unconstitutional. The defendant claimed that defendants incarcerated after guilty but mentally ill verdicts receive the same mental health treatment as defendants incarcerated under regular guilty verdicts, violating the Fourteenth Amendment due process clause. Did the Supreme Court of South Carolina uphold the statute? The case is available at this link: <http://scholar.google.com/scholar_case?case=13615864613799310547&hl=en&as_sdt=2&as_vis=1&oi=scholarr>.","The Supreme Court of South Carolina upheld the convictions and the statute. The court held that the statute rationally accomplishes its goals, and guilty but mentally ill defendants receive *immediate* rather than *delayed* treatment, which complies with due process.",True,['6-6.1' '6-6.1-q3-supp-1']
8-8.3-q1,Nancy asks Jennifer to help her counterfeit twenty-dollar bills. Jennifer refuses. Has a crime been committed in this situation?,"Nancy has committed **solicitation** to commit counterfeiting, which is criminal if Nancy’s jurisdiction criminalizes the solicitation to commit this type of offense. It is of no import that Jennifer refuses Nancy’s request because the criminal act element of solicitation is requesting another to commit a crime, not a mutual understanding or agreement (like conspiracy).",False,['8-8.3']
8-8.3-q3,"Read *People v. Dennis*, 340 N.W.2d 81 (1983). In *Dennis*, the defendant was convicted of incitement to murder, which is the Michigan equivalent of solicitation to murder. The defendant appealed based on the fact that she solicited a police officer posing as a hit man, so the police officer did not have the intent to murder, and thus the murder was not possible. Did the Michigan Court of Appeals uphold the defendant’s conviction? The case is available at this link: <http://scholar.google.com/scholar_case?case=4173359376569096786&hl=en&as_sdt=2002&as_vis=1>.","The Michigan Court of Appeals upheld the defendant’s conviction, based on the plain meaning of the statute that does not require the individual solicited to have the intent to commit the crime solicited.",True,['8-8.3' '8-8.3-q3-supp-1']
7-7.1-q1,"Justin asks his girlfriend Penelope, a bank teller, to let him know what time the security guard takes his lunch break so that he can successfully rob the bank. Penelope tells Justin the security guard takes his break at 1:00. The next day, which is Penelope’s day off, Justin successfully robs the bank at 1:15. Has Penelope committed robbery? Why or why not?","Penelope could be charged with and convicted of robbery as an **accomplice** in many jurisdictions. Penelope *assisted* Justin by telling him what time the security guard took his break. Although Penelope was not present at the scene, if the trier of fact determines that Penelope had the proper criminal intent required for accomplice liability (**specific intent** or **purposely** or **general intent** or **knowingly**, depending on the jurisdiction) then Penelope can be held accountable for this crime. Note that Penelope assisted Justin with words and that words are enough to constitute the criminal act element required for accomplice liability.",False,['7-7.1']
7-7.1-q2,"Read *State v. Ulvinen*, 313 N.W.2d 425 (1981). In *Ulvinen*, the defendant sat guard and then helped her son clean up and dispose of evidence after he strangled and dismembered his wife. Thereafter, the defendant was convicted of murder as an accomplice. The defendant was asleep when the killing occurred, but before the killing her son told her that he planned to kill the victim. The defendant reacted with passive acquiescence by demurring and expressing disbelief that he would go through with his plans. Did the Supreme Court of Minnesota uphold the defendant’s murder conviction? The case is available at this link: <http://scholar.google.com/scholar_case?case=5558442148317816782&hl=en&as_sdt=2&as_vis=1&oi=scholarr>.","The Supreme Court of Minnesota reversed the defendant’s murder conviction, holding that the Minnesota Accomplice Liability Statute required more than passive acquiescence as a criminal act element. The court held that evidence of conduct occurring *after* the crime could raise an **inference** of participation *before* or *during* the crime’s commission, but in this case, the evidence was insufficient to uphold the verdict.",True,['7-7.1' '7-7.1-q2-supp-1']
7-7.1-q3,"Read *Joubert v. State*, 235 SW 3d 729 (2007). In *Joubert*, the defendant was convicted and sentenced to death based on his participation in an armed robbery that resulted in the death of a police officer and employee. The jury convicted the defendant after hearing testimony from his accomplice and reviewing a video of the defendant confessing to the offense. The defendant appealed the conviction because in Texas, accomplice testimony must be corroborated by other evidence, and the defendant claimed that the other corroborating evidence was lacking in this case. Did the Court of Criminal Appeals of Texas uphold the defendant’s conviction? Why or why not? The case is available at this link: <http://scholar.google.com/scholar_case?case=10119211983865864217&hl=en&as_sdt=2&as_vis=1&oi=scholarr>.","The Court of Criminal Appeals of Texas upheld the defendant’s conviction because the video of the defendant’s confession corroborated the accomplice’s testimony. The court specifically held that corroborating evidence does not have to be enough to prove beyond a reasonable doubt that the defendant committed the crime; it only has to “tend to connect him to the offense.”*Joubert v. State*, 235 SW3d 729, 731 (2007), accessed January 22, 2011, <http://scholar.google.com/scholar_case?case=10119211983865864217&hl=en&as_sdt=2&as_vis=1&oi=scholarr>.",True,['7-7.1' '7-7.1-q3-supp-1']
8-8.2-q1,"Gail and Roger conspire to commit a **misdemeanor**. In Gail and Roger’s state, conspiracy is punishable as a **felony**. Can Gail and Roger be convicted of a felony for conspiring to commit a misdemeanor? Why or why not?",Gail and Roger can be convicted of **felony** conspiracy to commit a **misdemeanor** because it is not unconstitutional to punish conspiracy more severely than the crime that is its object.,False,['8-8.2']
8-8.2-q2,"Read *State v. Blackmer*, 816 A.2d 1014 (2003). In *Blackmer*, the defendant appealed his conviction for conspiracy to possess marijuana with intent to sell because the individual with whom he was conspiring was a police decoy who did not have conspiracy intent. Did the Supreme Court of New Hampshire uphold the defendant’s conviction? The case is available at this link: [http://scholar.google.com/scholar\_case?case=10340846332108789820&q= State+v.+Blackmer&hl=en&as\_sdt=2,5](http://scholar.google.com/scholar_case?case=10340846332108789820&q=State+v.+Blackmer&hl=en&as_sdt=2,5).",The New Hampshire Supreme Court upheld the defendant’s conviction because under New Hampshire law it is not necessary for *both* parties to the conspiracy to possess conspiracy criminal intent.,True,['8-8.2' '8-8.2-q2-supp-1']
8-8.2-q3,"Read *Commonwealth v. Roux*, 350 A.2d 867 (1976). In *Roux*, the defendant was convicted of murder and conspiracy to commit murder after a barroom brawl resulted in a victim’s death. The defendant and others beat the victim with their fists. Thereafter the criminal actor took a knife from a defendant who then walked away. The criminal actor stabbed the victim, who died as a result. The defendant who walked away claimed that he “abandoned” the conspiracy by leaving before the stabbing, and this should be an affirmative defense to the conspiracy and murder charges. Did the Supreme Court of Pennsylvania uphold the defendant’s convictions? The case is available at this link: <http://scholar.google.com/scholar_case?case=1692554406000599210&hl=en&as_sdt=2&as_vis=1&oi=scholarr>.","The Supreme Court of Pennsylvania upheld the defendant’s convictions, determining that it was *too late* for him to abandon the conspiracy, and also that the evidence indicated he was holding the knife “at the ready” for the criminal actor to grab and use.",True,['8-8.2' '8-8.2-q3-supp-1']
8-8.1-q1,Carol shoots her father Carl with malice aforethought. He thereafter lingers in a coma for two months and then dies. Carol is in a jurisdiction that recognizes merger for attempt and that also requires a victim to die within one year and a day if the defendant is to be charged with murder. Can Carol be charged with attempted murder and murder? Why or why not?,"Carol can be charged with **murder** because her father died within the jurisdiction’s requisite time limit. If her father did not die within one year and a day, Carol could only be charged with **attempted** murder. Carol *cannot* be charged with attempted murder and murder because attempt **merges** into the offense if it is completed in Carol’s jurisdiction.",False,['8-8.1']
8-8.1-q2,"Read *State v. Withrow*, 8 S.W.3d 75 (1999). In *Withrow*, the defendant made frequent visits to a house that was under law enforcement surveillance. While searching the house pursuant to a search warrant, law enforcement officers saw the defendant emerging from a bedroom that had a locked closet containing a jar with pills dissolving in it, which is the first step of methamphetamine production. The defendant was convicted of attempted methamphetamine production and received a sentence of eighteen years in prison. Did the Supreme Court of Missouri uphold the defendant’s conviction? The case is available at this link: <http://scholar.google.com/scholar_case?case=17239945130468444353&hl=en&as_sdt=2&as_vis=1&oi=scholarr>.","The Supreme Court of Missouri reversed the defendant’s conviction. Following a substantial steps analysis, the court determined that in the absence of evidence that the defendant placed the pills inside the jar, the defendant must be in **possession** of the jar to be guilty of attempted methamphetamine production, and the facts did *not indicate* that possession.",True,['8-8.1' '8-8.1-q2-supp-1']
8-8.1-q3,"Read *People v. Strand*, 539 N.W.2d 739 (1995). In *Strand*, the defendant was convicted of assault with intent to commit *attempted* kidnapping. Did the Michigan Court of Appeals uphold this conviction? The case is available at this link: <http://scholar.google.com/scholar_case?case=1507705469884283003&hl=en&as_sdt=2&as_vis=1&oi=scholarr>.","The Michigan Court of Appeals reversed the defendant’s conviction, reasoning that assault with intent to commit attempted kidnapping is a nonexistent offense because it would require the **specific intent** to commit an *uncompleted* crime.",True,['8-8.1' '8-8.1-q3-supp-1']
9-9.1-q1,What is the fundamental difference between homicide and suicide?,"The fundamental difference between homicide and suicide is the identity of the **victim**. In a homicide, the victim is another human being. In a suicide, the victim is the perpetrator, which is one of the reasons that homicide is often criminal and suicide is not.",False,['9-9.1']
9-9.1-q2,"Read *Washington v. Glucksberg*, 521 U.S. 702 (1997). Which part of the Constitution did the US Supreme Court analyze when it held that it is constitutional to criminalize assisted suicide? The case is available at this link: [http://scholar.google.com/scholar\_case?case=17920279791882194984&q= Washington+v.+Glucksberg&hl=en&as\_sdt=2,5](http://scholar.google.com/scholar_case?case=17920279791882194984&q=Washington+v.+Glucksberg&hl=en&as_sdt=2,5).",The US Supreme Court held that the right to assist a suicide is not a fundamental liberty interest protected by the **due process clause** in the Fourteenth Amendment.,True,['9-9.1' '9-9.1-q2-supp-1']
9-9.5-q1,"Reread the second question of the exercises in Section 9.4. When Kurt shoots the homeless person in the alley, is this killing first or second-degree murder? Explain your answer.","There is no evidence of premeditation, and Kurt did not kill the homeless person using a specified means. This is not a first-degree felony murder (based on the felony of robbery) because the felony had ended when the killing occurred. Thus this is most likely **second-degree** murder.",False,['9-9.5']
9-9.5-q2,"Read *Berry v. Superior Court*, 208 Cal. App. 3d 783 (1989). In *Berry*, the defendant was charged with second-degree murder when his pit bull attacked and killed a young child. The pit bull had never bitten anyone before this incident. Did the California Court of Appeal uphold the defendant’s murder charge on a theory of implied malice? The case is available at this link: lawschool.courtroomview.com/acf\_cases/9986-berry-v-superior-court.",The California Court of Appeals upheld the defendant’s second-degree murder charge and stated that it was up to the trier of fact to determine the probability of death and the subjective mental state of the defendant.,False,['9-9.5']
9-9.5-q3,"Read *Dowda v. State*, 776 So.2d 714 (2000). Why did the Mississippi Court of Appeals hold that this killing was a depraved heart murder? The case is available at this link: www.mssc.state.ms.us/images/Opinions/Conv9328.pdf.","The Mississippi Court of Appeals held that putting a gun to someone’s forehead and pulling the trigger indicates *depraved heart intent*, even if the defendant believes the gun to be unloaded.",False,['9-9.5']
9-9.2-q1,"Jay is angry about the grade he received on his criminal law midterm. Jay pulls a loaded revolver out of his backpack, aims at a tree and fires in an attempt to release his frustrations. Unfortunately, Jay is an inexperienced marksman and the bullet strikes an innocent bystander in the forehead, killing him. What was Jay’s criminal intent when shooting the revolver?","Jay has the criminal intent of **depraved heart**. Jay’s conduct in shooting at a tree in a public place might cause someone’s death, which indicates that Jay is indifferent to whether he takes a life. This indifference is a form of implied malice, knowingly, or recklessly manifesting extreme indifference to the value of human life.",False,['9-9.2']
9-9.2-q2,"A prosecutor reviews the file for Jay’s criminal case. After reading the facts, he chuckles and tells his paralegal, “It won’t be hard to prove criminal intent in this case.” Is this true? Why or why not?","Yes, this is true. Because Jay used a revolver, the prosecutor has the benefit of the deadly weapon doctrine in many jurisdictions, *alleviating his burden of proving criminal intent*.",False,['9-9.2']
9-9.6-q1,How does the Model Penal Code classify criminal homicides?,"The Model Penal Code classifies criminal homicides as felonies of the first, second, and third degree, depending on the defendant’s intent. Murder is supported by purposeful, knowing, or extremely reckless intent and is a felony of the first degree. Manslaughter is supported by reckless intent, or is a murder that is committed under the influence of extreme mental or emotional disturbance for which there is a reasonable explanation or excuse, and is a felony of the second degree. Criminal homicide committed with negligent intent is a negligent homicide and is a felony of the third degree.",False,['9-9.6']
